applicant_id,application_date,decision_date,visa_status,nationality,processing_center,job_title,job_info_education,education_level,naics_title,annual_income_usd,processing_time_days
A-16259-52964,20-09-2016,08-12-2016,Certified,MEXICO,VA,"Director of Sales, LATAM",Bachelor's,Bachelor's,,"1,50,654.00",79
A-16076-85156,27-03-2016,29-06-2016,Certified,INDIA,VA,Technical Architect,Bachelor's,Master's,,127379,94
A-15180-92424,11-07-2015,13-01-2016,Certified-Expired,INDIA,CA,Software Engineer,Bachelor's,Bachelor's,,119496,186
A-14104-60470,18-04-2014,02-10-2014,Certified-Expired,INDIA,CALIFORNIA,Senior Software Engineer,Master's,Master's,Computer Systems Design and Related Services,"1,30,000.00",167
A-15272-22977,15-10-2015,30-03-2016,Certified-Expired,CHINA,WI,Software Developer,Bachelor's,Master's,,90000,167
A-16218-39510,11-08-2016,29-12-2016,Certified,INDIA,FL,Consultant (Database Administrator),Bachelor's,Bachelor's,,"98,197.00",140
A-16095-92674,06-04-2016,07-07-2016,Certified,INDIA,TX,Computer Systems Analyst - IV,Master's,Master's,,81765,92
A-16005-57468,06-01-2016,06-05-2016,Certified,CHINA,MA,"Cook, Specialty Chinese Food",,,,53685,121
A-16253-51243,09-09-2016,05-12-2016,Certified,UNITED KINGDOM,CA,Economist II Macroeconomics and Microeconomics Section,Doctorate,Doctorate,,"1,45,000.00",87
A-16021-63682,19-02-2016,01-06-2016,Certified,CHINA,CA,Software Engineer,Master's,Master's,,99939,103
A-15097-64514,28-04-2015,30-12-2015,Certified-Expired,INDIA,NC,Semiconductor Back-end-of-line integration (BEOL) Engineer,Master's,Master's,,79643,246
A-13353-26493,19-12-2013,03-06-2015,Certified,INDIA,CALIFORNIA,Automotive Sales Supervisor,High School,High School,Used Car Dealers,"51,397.00",531
A-16195-32160,18-07-2016,20-09-2016,Certified,SOUTH KOREA,AL,Assistant Professor of Finance,Doctorate,Doctorate,,90470,64
A-16243-47700,29-09-2016,22-11-2016,Certified,INDIA,MA,Software/Database Engineer,Bachelor's,Bachelor's,,"67,122.00",54
A-15264-19801,02-10-2015,27-05-2016,Denied,SOUTH KOREA,CA,Senior Reporter,Bachelor's,Bachelor's,,61048,238
A-14233-00391,29-09-2014,18-02-2015,Certified-Expired,INDIA,IOWA,Web Application Developer,Master's,Master's,Custom Computer Programming Services,"76,960.00",142
A-16098-94232,13-04-2016,19-07-2016,Certified,SOUTH KOREA,CA,Production Assistant Manager,Bachelor's,Bachelor's,,60819,97
A-14175-81575,26-06-2014,25-03-2015,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - IV,Master's,Master's,Computer Systems Design Services,"72,467.00",272
A-16112-00160,06-05-2016,05-08-2016,Certified,ECUADOR,FL,Human Resources Employment Specialist (North America),Bachelor's,Bachelor's,,60000,91
A-15361-54637,27-12-2015,25-05-2016,Denied,SOUTH KOREA,GA,Poultry Processing Worker,,Associate's,,9.5,150
A-12304-11444,04-01-2016,05-05-2016,Certified,INDIA,PA,Senior Business Intelligence Analyst,Master's,Master's,,61922,122
A-14153-74001,02-06-2014,09-03-2015,Denied,BANGLADESH,VIRGINIA,Line Cook,,,Full-Service Restaurants,"26,312.00",280
A-16243-47766,22-09-2016,02-12-2016,Certified,INDIA,MN,Test Lead Engineer,Master's,Bachelor's,,"64,522.00",71
A-13213-84981,01-08-2013,03-11-2014,Denied,BOLIVIA,VIRGINIA,CLEANER,,,Residential Remodelers,"22,526.00",459
A-14279-13470,28-10-2014,16-04-2015,Certified,INDIA,CALIFORNIA,ASIC Digital Design Verification Engineer,Bachelor's,Bachelor's,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"95,617.60",170
A-15012-41457,26-01-2015,12-08-2015,Certified,EGYPT,CALIFORNIA,Software Engineer,Bachelor's,Bachelor's,Computer Systems Design Services,"98,488.00",198
A-15285-27248,28-10-2015,22-03-2016,Certified-Expired,INDIA,FL,Software Developer / Analyst,Master's,Master's,,70054,146
A-16201-34227,20-07-2016,03-10-2016,Certified,SOUTH KOREA,NJ,Korean Specialty Cook,,,,"31,741.00",75
A-16117-01877,27-04-2016,11-07-2016,Certified,INDIA,TX,Computer Systems Analyst - II,Bachelor's,Bachelor's,,66144,75
A-16134-09758,17-05-2016,29-07-2016,Certified,CANADA,MA,Software Engineer-Full Stack,Bachelor's,Bachelor's,,131750,73
A-15293-30461,30-10-2015,15-03-2016,Certified-Expired,INDIA,NC,Senior Software Engineer II,Bachelor's,Bachelor's,,110000,137
A-16035-69614,26-02-2016,08-06-2016,Certified,UNITED KINGDOM,HI,Investment Operations Director,Bachelor's,Bachelor's,,80829,103
A-14352-35943,11-02-2015,04-09-2015,Certified,BOSNIA AND HERZEGOVINA,CONNECTICUT,Systems Administrator,Bachelor's,Bachelor's,Portfolio Management,"1,11,842.00",205
A-13134-63595,24-05-2013,10-12-2014,Certified-Expired,MALAYSIA,TEXAS,Field Apps Eng Gen,Bachelor's,Bachelor's,Engineering Services,"89,329.00",565
A-16011-59766,11-01-2016,20-05-2016,Certified,INDIA,IN,Sr. Business Functional Analyst,Bachelor's,Bachelor's,,85785,130
A-12317-14312,24-06-2013,09-01-2015,Certified-Expired,COLOMBIA,NEW YORK,Senior Analyst,Master's,Master's,Other Telecommunications,"97,853.00",564
A-14153-74337,13-08-2014,22-01-2015,Certified-Expired,INDIA,CALIFORNIA,Software Engineer,Master's,Master's,Electronic Computer Manufacturing,"98,927.00",162
A-15111-69180,15-05-2015,17-03-2016,Certified-Expired,SRI LANKA,CA,Montessori Teacher,Other,Other,,39395,307
A-14122-65870,14-05-2014,22-10-2014,Denied,PHILIPPINES,VIRGIN ISLANDS,Special Education Teacher,Bachelor's,Master's,Elementary and Secondary Schools,"42,100.00",161
A-16260-53488,30-09-2016,01-12-2016,Certified,INDIA,CA,Consultant,Master's,Master's,,"1,08,000.00",62
A-13354-27035,23-12-2013,27-03-2015,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - V,Bachelor's,Bachelor's,Computer Systems Design Services,"72,467.00",459
A-16251-50129,16-09-2016,22-11-2016,Certified,INDIA,FL,Senior Computer Systems Architect,Master's,Bachelor's,,"88,005.00",67
A-14124-66065,11-06-2014,03-12-2014,Certified-Expired,CHINA,WASHINGTON,Software Development Engineer - Server & Tools - BG or Other,Master's,Master's,Software Publishers,"1,09,166.00",175
A-14192-87464,03-09-2014,27-01-2015,Certified-Expired,SERBIA,MARYLAND,Senior Software Engineer,Master's,Bachelor's,Other Computer Related Services,"87,006.00",146
A-15104-66895,24-04-2015,17-11-2015,Certified-Expired,FRANCE,NY,Senior Full Stack Engineer,Bachelor's,Master's,,126422,207
A-15302-33885,09-11-2015,21-04-2016,Certified,JAPAN,NY,Lecturer in Japanese Language,Master's,Doctorate,,45000,164
A-15078-60002,17-04-2015,23-10-2015,Certified-Expired,INDIA,CA,Senior Hardware Engineer / Digital Design,Master's,Master's,,93184,189
A-09257-64178,11-09-2009,02-11-2016,Denied,ECUADOR,NY,COOK FAST FOOD,,,,12.5,2609
A-15212-04382,05-08-2015,08-02-2016,Certified-Expired,MEXICO,CA,"Supply Chain Industrial Engineer, Materials Department",Bachelor's,Bachelor's,,133765,187
A-15357-54090,08-01-2016,28-10-2016,Denied,INDIA,NJ,Sr. Software Developer,Bachelor's,Bachelor's,,"1,23,490.00",294
A-14351-35718,17-12-2014,26-06-2015,Certified,INDIA,CALIFORNIA,Software Engineers II,Master's,Master's,Custom Computer Programming Services,"1,25,000.00",191
A-15174-90119,08-07-2015,06-01-2016,Certified-Expired,INDIA,PA,Senior Software Tester,Master's,Master's,,84157,182
A-14041-40735,10-02-2014,04-06-2015,Withdrawn,INDIA,CALIFORNIA,Component Design Engineer,Master's,Master's,Semiconductor and Other Electronic Component Manufacturing,"1,05,394.00",479
A-16005-57161,25-01-2016,18-05-2016,Certified,CHINA,CA,Software Engineer,Master's,Master's,,120349,114
A-16028-66459,10-06-2016,01-09-2016,Certified,CHINA,CA,Electronic Engineer,Master's,Master's,,96970,83
A-13240-91940,12-09-2013,28-04-2015,Denied,CHINA,CALIFORNIA,Senior Software Developer (back-end),Master's,Master's,Engineering Services,"78,374.00",593
A-16120-03780,08-07-2016,23-09-2016,Certified,INDIA,KY,Sr. Quality Assurance Engineer,Master's,Master's,,74110,77
A-14199-90211,18-07-2014,09-04-2015,Certified,INDIA,TEXAS,Computer Systems Analyst - IV,Master's,Master's,Computer Systems Design Services,"72,467.00",265
A-14224-97564,12-09-2014,05-02-2015,Certified-Expired,INDIA,CALIFORNIA,VP Information Security,Master's,Master's,"Financial Transactions Processing, Reserve, and Clearinghouse Activities","1,70,000.00",146
A-15239-12390,27-08-2015,09-02-2016,Certified-Expired,INDIA,NJ,Mechanical Engineer,Master's,Master's,,76170,166
A-16042-72324,24-02-2016,10-06-2016,Certified,INDIA,CA,Systems Analyst - General,Bachelor's,Bachelor's,,73653,107
A-16075-84472,15-03-2016,06-07-2016,Denied,MEXICO,TX,Welder,,,,16,113
A-15168-87712,15-07-2015,15-01-2016,Certified-Expired,INDIA,PA,Software Engineer,Master's,Master's,,41,184
A-15149-80938,01-06-2015,04-12-2015,Certified-Expired,CANADA,LA,Prosthodontist,Other,Other,,360000,186
A-16011-59397,20-01-2016,19-05-2016,Certified,CHINA,TX,Enterprise Information Systems Analyst,Master's,Master's,,81952,120
A-16209-36420,31-08-2016,02-11-2016,Certified,INDIA,CA,Senior Software Engineer,Master's,Master's,,"1,00,360.00",63
A-14015-32709,13-01-2014,25-01-2016,Denied,INDIA,NC,SENIOR BUYER,Bachelor's,Bachelor's,,76000,742
A-16141-12585,03-06-2016,31-08-2016,Certified,ITALY,CO,Chief Technology Officer,Bachelor's,,,178500,89
A-14164-78087,29-06-2014,21-11-2014,Certified-Expired,INDIA,FLORIDA,Business Intelligence Systems Analyst,Other,Other,Custom Computer Programming Services,"96,000.00",145
A-15236-10904,29-09-2015,30-09-2015,Withdrawn,CHINA,NEW JERSEY,Computer Programmer,Master's,Master's,Other Computer Related Services,"94,536.00",1
A-16071-83570,07-03-2016,27-05-2016,Denied,BANGLADESH,MD,CASHIER,High School,Bachelor's,,12.5,81
A-15212-04101,04-08-2015,08-02-2016,Certified-Expired,SOUTH KOREA,NY,Business Operations Analyst,Bachelor's,Bachelor's,,90251,188
A-15126-73824,03-06-2015,07-12-2015,Certified-Expired,INDIA,GA,PeopleSoft Analyst,Bachelor's,Master's,,90000,187
A-16032-67916,25-02-2016,03-06-2016,Certified,INDIA,NJ,Sr. Software Developer,Bachelor's,Bachelor's,,123490,99
A-15271-22692,14-10-2015,22-03-2016,Certified-Expired,NEPAL,MA,Big Data Analyst,Master's,Bachelor's,,70304,160
A-14297-19306,10-12-2014,25-06-2015,Certified,INDIA,CALIFORNIA,Analyst,Master's,Bachelor's,Custom Computer Programming Services,"1,04,042.00",197
A-16096-93365,12-04-2016,18-07-2016,Certified,CHINA,NC,SAP/SRM (Procurement to Pay) Consultant,Master's,Bachelor's,,150000,97
A-14237-01055,06-10-2014,03-03-2015,Certified-Expired,URUGUAY,MISSISSIPPI,Assistant Professor,Doctorate,Doctorate,"Colleges, Universities, and Professional Schools","73,083.00",148
A-14311-23714,07-11-2014,19-05-2015,Withdrawn,INDIA,NEW JERSEY,Systems Software Engineer II (Multiple Openings),Bachelor's,Bachelor's,Custom Computer Programming Services,"97,011.00",193
A-16089-90770,29-03-2016,12-07-2016,Withdrawn,INDIA,CA,software engineer,Bachelor's,Master's,,142064,105
A-15197-98816,31-07-2015,01-08-2016,Certified,CANADA,TX,Dentist,Other,Other,,86965,367
A-14218-96035,19-09-2014,13-02-2015,Certified-Expired,CHINA,NEW YORK,Senior Data Engineer,Master's,Master's,Custom Computer Programming Services,"1,25,000.00",147
A-15348-50580,05-02-2016,26-05-2016,Certified,INDIA,CA,QA Analyst,Master's,Master's,,100360,111
A-14307-21826,09-02-2015,14-09-2015,Certified,INDIA,NEW YORK,Software Engineers,Master's,Bachelor's,"All Other Professional, Scientific, and Technical Services","1,12,000.00",217
A-15343-48474,17-03-2016,16-06-2016,Certified,INDIA,WA,Software Engineer,Bachelor's,Master's,,113000,91
A-14198-89529,14-08-2014,09-01-2015,Certified-Expired,INDIA,OHIO,Senior Programmer Analyst,Bachelor's,Bachelor's,Custom Computer Programming Services,"93,891.20",148
A-16164-20788,12-06-2016,06-09-2016,Certified,INDIA,AZ,Software Engineer,Master's,Bachelor's,,74984,86
A-13217-85593,25-06-2014,13-11-2014,Certified-Expired,INDIA,MICHIGAN,"Software Developer, Systems Software",Bachelor's,Bachelor's,Custom Computer Programming Services,"78,000.00",141
A-14356-37064,23-12-2014,10-07-2015,Certified,SOUTH KOREA,NEW YORK,Bookkeeper,High School,Associate's,Religious Organizations,"43,576.00",199
A-16158-18263,13-06-2016,13-09-2016,Certified,INDIA,NJ,SR. APPLICATION DEVELOPER,Bachelor's,Master's,,123490,92
A-15334-44377,14-01-2016,14-09-2016,Certified,SOUTH KOREA,NY,Sales Manager,High School,High School,,185910,244
A-15356-53866,29-12-2015,27-04-2016,Certified,MEXICO,CO,MANAGEMENT CONSULTANT,Bachelor's,Bachelor's,,81952,120
A-14160-76173,09-06-2014,02-09-2015,Certified,INDIA,LOUISIANA,Sr.Software Engineer,Bachelor's,Master's,Custom Computer Programming Services,"99,050.00",450
A-13064-45517,18-03-2013,24-10-2014,Certified-Expired,INDIA,NEW YORK,Senior Analyst / Developer,Master's,Master's,Investment Banking and Securities Dealing,"1,10,700.00",585
A-14246-03717,03-09-2014,05-03-2015,Withdrawn,INDIA,MASSACHUSETTS,Senior Global Program Manager,Bachelor's,Master's,Custom Computer Programming Services,"1,21,306.00",183
A-15303-34191,05-11-2015,08-04-2016,Certified,INDIA,NJ,SOFTWARE ENGINEER,Bachelor's,Bachelor's,,108805,155
A-13156-68938,21-06-2013,29-01-2015,Certified-Expired,SOUTH KOREA,ALABAMA,Production Engineering Technician,,High School,All Other Motor Vehicle Parts Manufacturing,"49,379.00",587
A-15294-30570,21-10-2015,30-03-2016,Certified-Expired,INDIA,OH,Programmer Analyst II,Master's,Bachelor's,,89523,161
A-15012-41241,04-02-2015,18-09-2015,Certified,INDIA,TEXAS,Computer Systems Analyst - IV,Master's,Master's,Computer Systems Design Services,"76,378.00",226
A-15138-77116,20-06-2015,08-12-2015,Certified-Expired,INDIA,MD,Senior Business Analyst,Master's,Master's,,108000,171
A-15257-17533,14-09-2015,26-02-2016,Certified-Expired,INDIA,CT,Systems Analyst (Lead),Master's,Master's,,129896,165
A-16081-87149,06-05-2016,03-08-2016,Certified,INDIA,CA,Quality Assurance Engineer II,Master's,Bachelor's,,92290,89
A-16116-01510,09-06-2016,21-07-2016,Withdrawn,SOUTH KOREA,VA,Construction Laborer,,,,23650,42
A-16106-97758,18-04-2016,11-07-2016,Certified,INDIA,TX,Computer Systems Analyst - V,Bachelor's,Bachelor's,,81765,84
A-15268-22015,08-10-2015,24-03-2016,Certified-Expired,BRAZIL,FL,Logistics Coordinator,Bachelor's,Bachelor's,,70000,168
A-15131-75057,01-06-2015,04-12-2015,Certified-Expired,CHINA,CA,Software Engineer,Master's,Master's,,113000,186
A-14142-71701,24-06-2014,21-11-2014,Certified-Expired,TAIWAN,WASHINGTON,Software Development Engineer in Test - WPD or Other,Bachelor's,Doctorate,Software Publishers,"1,00,000.00",150
A-14344-32675,10-12-2014,13-07-2015,Certified,INDIA,TEXAS,Computer Systems Analyst - IV,Master's,Master's,Computer Systems Design Services,"76,378.00",215
A-15345-49956,08-02-2016,26-05-2016,Certified,INDIA,NC,Assistant Vice President; Business Continuity Consultant,Master's,Master's,,96900,108
A-14153-74120,09-06-2014,12-11-2014,Certified-Expired,UNITED KINGDOM,FLORIDA,Sales & Marketing Director (PVC/PVC-ue Window Covering Products),Master's,Master's,All Other Plastics Product Manufacturing,"1,21,000.00",156
A-14086-56171,12-05-2014,10-10-2014,Certified-Expired,INDIA,WASHINGTON,Program Manager II - MBS or Other,Master's,Master's,Software Publishers,"1,22,899.00",151
A-16148-15313,01-06-2016,30-08-2016,Certified,INDIA,MA,Senior Software Developer,Master's,Master's,,112632,90
A-15040-49244,09-02-2015,01-09-2015,Certified,INDIA,TEXAS,WebMethods Developer III,Bachelor's,Bachelor's,Custom Computer Programming Services,"79,800.00",204
A-14196-88650,16-07-2014,15-12-2014,Certified-Expired,INDIA,WASHINGTON,Software Development Engineer  GFS  MSG or Other,Master's,Master's,Software Publishers,"1,08,000.00",152
A-14183-84576,02-07-2014,01-12-2014,Certified-Expired,GERMANY,VIRGINIA,Assistant Professor,Doctorate,Doctorate,"Colleges, Universities, and Professional Schools","84,000.00",152
A-14295-18201,06-11-2014,23-04-2015,Certified,INDIA,UTAH,Senior Software Engineer,Bachelor's,Bachelor's,Marketing Consulting Services,"1,30,000.00",168
A-16193-31115,12-07-2016,28-09-2016,Certified,SOUTH KOREA,CA,Apparel Fashion Designer,Associate's,Associate's,,39312,78
A-15265-20486,22-09-2015,27-04-2016,Denied,MEXICO,CA,GLAZIER,,,,78832,218
A-14199-90309,18-07-2014,08-04-2015,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - V,Bachelor's,Bachelor's,Computer Systems Design Services,"72,467.00",264
A-16182-28442,30-06-2016,29-08-2016,Certified,INDIA,NJ,Systems Analyst,Bachelor's,Bachelor's,,86070,60
A-14304-21618,24-02-2015,02-09-2015,Certified,PERU,HAWAII,"Assistant Professor, Economics",Doctorate,Doctorate,"Colleges, Universities, and Professional Schools","84,366.00",190
A-16253-51164,16-09-2016,05-12-2016,Certified,INDIA,CA,IT Manager,Master's,Master's,,"95,306.00",80
A-14338-30784,05-12-2014,09-06-2015,Certified,VIETNAM,TEXAS,Data Software Engineer,Master's,Master's,Portfolio Management,"1,07,000.00",186
A-14162-77248,12-06-2014,01-04-2015,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - II,Bachelor's,Bachelor's,Computer Systems Design Services,"54,059.00",293
A-10320-32226,12-11-2010,23-06-2016,Denied,MEXICO,NY,COOK,,High School,,32614,2050
A-15041-49750,08-03-2015,08-07-2016,Denied,INDIA,MI,Software Developer,Master's,Master's,,80200,488
A-15128-74645,12-05-2015,01-12-2015,Certified-Expired,INDIA,TX,Computer Systems Analyst - IV,Master's,Master's,,76378,203
A-15209-02592,28-07-2015,21-01-2016,Certified-Expired,INDIA,MA,Lead Consultant/Data Lead,Bachelor's,Bachelor's,,122450,177
A-16168-22537,29-06-2016,14-09-2016,Certified,INDIA,IL,SAP Software Engineer (SAP MM/WM/MRO),Bachelor's,Bachelor's,,115024,77
A-15287-28491,14-10-2015,24-03-2016,Certified-Expired,FRANCE,MI,Software Engineer,Master's,Master's,,60,162
A-15344-49147,10-12-2015,11-05-2016,Certified,INDIA,MI,Software Developer,Master's,Bachelor's,,79539,153
A-15187-94780,06-07-2015,12-01-2016,Certified-Expired,ITALY,NY,Engagement Manager,Master's,Master's,,150000,190
A-16264-54215,07-10-2016,13-12-2016,Certified,MEXICO,NY,PACKAGE QUALITY TECHNICIAN,Bachelor's,Bachelor's,,"41,410.00",67
A-15278-25028,25-10-2015,20-04-2016,Certified,INDIA,IL,Software Engineer,Master's,Master's,,84910,178
A-14076-53392,30-06-2014,09-09-2015,Certified,INDIA,NEW YORK,Assistant Vice President,Master's,Master's,Investment Banking and Securities Dealing,"1,12,000.00",436
A-15074-58600,01-04-2015,14-10-2015,Certified-Expired,TURKEY,NY,Onsite Unity 3D Developer,Master's,Bachelor's,,91104,196
A-16266-55485,14-10-2016,12-12-2016,Certified,INDIA,IL,"Sr. Manager, VOC Program Management & Insight Activation",Bachelor's,Bachelor's,,"1,25,174.00",59
A-14237-01321,29-08-2014,30-01-2015,Certified-Expired,INDIA,CALIFORNIA,Sr. Staff Web Engineer,Master's,Master's,"Financial Transactions Processing, Reserve, and Clearinghouse Activities","1,11,569.00",154
A-16030-67297,01-02-2016,03-06-2016,Certified,INDIA,TX,Computer Systems Analyst - II,Bachelor's,Bachelor's,,66144,123
A-15084-61750,20-08-2015,25-01-2016,Withdrawn,INDIA,CA,Senior Global Technical Escalation Engineer,Master's,Master's,,110000,158
A-16090-91131,05-04-2016,15-07-2016,Certified,CANADA,NJ,Global Manager (Hotel & Entertainment/Vending Leisure Venues),Other,Associate's,,203486,101
A-16258-52717,11-10-2016,22-12-2016,Certified,CHINA,OR,Faculty Research Assistant,Bachelor's,Doctorate,,"59,430.00",72
A-16238-46493,22-09-2016,22-11-2016,Certified,INDIA,MA,BI Developer III,Master's,Master's,,"1,04,603.00",61
A-15343-48587,29-12-2015,05-05-2016,Certified,CHINA,SC,Test Development Engineer-Electrical,Master's,Master's,,83554,128
A-14268-10389,26-09-2014,10-11-2015,Certified-Expired,UNITED KINGDOM,FL,Certified Golf Instructor,,,,62970,410
A-15135-76871,18-05-2015,20-11-2015,Certified-Expired,INDIA,CA,Systems Architect,Master's,Master's,,135000,186
A-14204-91662,21-08-2014,23-01-2015,Certified-Expired,UNITED KINGDOM,WISCONSIN,Associate Professor in Greek Patristic and Byzantine Theology,Doctorate,Doctorate,"Colleges, Universities, and Professional Schools","78,600.00",155
A-15238-11851,26-08-2015,27-01-2016,Certified-Expired,SOUTH KOREA,TX,PIZZA COOK,,,,16786,154
A-14311-23569,12-12-2014,26-06-2015,Certified,INDIA,NEW JERSEY,Senior Programmer Analyst,Bachelor's,Bachelor's,Custom Computer Programming Services,"1,08,805.00",196
A-15292-29977,21-10-2015,06-07-2016,Certified,HONG KONG,NY,Accountant,Bachelor's,Bachelor's,,54746,259
A-14252-05107,10-09-2014,03-12-2015,Certified-Expired,CHINA,CO,Cook - Chinese style food,,,,26220,449
A-16041-71484,10-02-2016,08-08-2016,Certified,JAPAN,NY,Senior Credit Officer (VP),Master's,Master's,,126691,180
A-13017-32067,19-01-2013,24-03-2015,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - A,Bachelor's,Other,Computer Systems Design Services,"74,422.00",794
A-14196-88737,23-07-2014,18-12-2014,Certified-Expired,INDIA,ILLINOIS,"Senior Associate, Authorizations",Master's,Master's,Commercial Banking,"76,627.00",148
A-15364-56018,05-01-2016,31-05-2016,Certified,INDIA,TX,TECHNICAL RECRUITER,Bachelor's,Bachelor's,,54500,147
A-14310-23428,06-11-2014,08-05-2015,Certified,JAPAN,FLORIDA,"Project Engineer, Electrical & CAD Engineering",Bachelor's,Bachelor's,Turbine and Turbine Generator Set Units Manufacturing,"76,000.00",183
A-15146-79637,27-05-2015,20-11-2015,Certified-Expired,SOUTH KOREA,FL,GRAPHIC DESIGNER,Bachelor's,Bachelor's,,27581,177
A-16026-65354,18-03-2016,14-10-2016,Certified,PHILIPPINES,TX,MIDDLE SCHOOL SCIENCE TEACHER,Bachelor's,Master's,,"50,000.00",210
A-15324-42006,12-01-2016,13-09-2016,Certified,INDIA,FL,OBIEE Developer,Bachelor's,Bachelor's,,57907,245
A-13349-24898,16-12-2013,26-03-2015,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - V,Bachelor's,Bachelor's,Computer Systems Design Services,"72,467.00",465
A-16074-84109,18-03-2016,30-06-2016,Certified,INDIA,CA,Senior Software Engineer (Security),Master's,Master's,,118000,104
A-14364-38460,15-01-2015,07-08-2015,Certified,CHINA,WASHINGTON,Business Intelligence Engineer II,Doctorate,Doctorate,Electronic Shopping,"77,700.00",204
A-15282-26751,21-10-2015,15-03-2016,Certified-Expired,INDIA,OH,Business Systems Analyst,Bachelor's,Bachelor's,,96554,146
A-14184-85245,10-07-2014,04-12-2014,Certified-Expired,INDIA,GEORGIA,"Programmer Analyst, II",Master's,Master's,Custom Computer Programming Services,"71,448.00",147
A-15245-14272,17-09-2015,14-07-2016,Certified,CANADA,CA,Software Development Engineer,Doctorate,Doctorate,,155000,301
A-14293-17143,20-10-2014,19-03-2015,Certified-Expired,INDIA,PENNSYLVANIA,Environmental Staff Scientist,Master's,Master's,Engineering Services,"66,581.00",150
A-15189-96146,13-07-2015,13-01-2016,Certified-Expired,INDIA,CA,Software Engineer,Master's,Master's,,98590,184
A-16117-02281,02-05-2016,15-08-2016,Certified,INDIA,GA,Software Engineer,Master's,Master's,,95000,105
A-14339-31344,12-12-2014,09-07-2015,Certified,INDIA,FLORIDA,Assistant Professor of Clinical Pediatrics,Other,Other,"Colleges, Universities, and Professional Schools","1,65,000.00",209
A-15049-51813,06-04-2015,19-10-2015,Certified-Expired,INDIA,NJ,"Sr. Director, Hotel Integration",Bachelor's,Bachelor's,,95000,196
A-16124-05015,10-06-2016,19-09-2016,Certified,CHINA,CA,Software Development Engineer II,Master's,Master's,,98634,101
A-14160-76316,10-06-2014,01-04-2015,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - II,Bachelor's,Bachelor's,Computer Systems Design Services,"54,059.00",295
A-15133-76025,19-05-2015,19-11-2015,Certified-Expired,INDIA,CA,Senior Mechanical Engineer,Master's,Master's,,81349,184
A-15155-82909,16-06-2015,17-03-2016,Denied,INDIA,CA,Sr. Systems Engineer,Bachelor's,Bachelor's,,106891,275
A-15223-07111,11-08-2015,16-02-2016,Certified-Expired,INDIA,CA,Technical Analyst - Dynamics AX,Bachelor's,Bachelor's,,85000,189
A-15106-67530,27-04-2015,26-10-2015,Certified-Expired,CHINA,FL,Software Engineer,Master's,Master's,,47258,182
A-14063-47221,06-03-2014,23-07-2015,Certified,INDIA,NEW YORK,Business Analyst-MicroStrategy Architect/Designer,Bachelor's,Bachelor's,Other Direct Selling Establishments,"1,12,154.00",504
A-15169-88741,01-07-2015,20-01-2016,Certified-Expired,INDIA,CA,Graphics Hardware Engineer,Master's,Master's,,126110,203
A-15349-50671,04-02-2016,26-05-2016,Certified,INDIA,MN,Assistant Director,Master's,Master's,,62608,112
A-14238-01547,03-10-2014,26-02-2015,Certified-Expired,INDIA,UTAH,Process Owner – Scientific – AMAT,Master's,Master's,Semiconductor and Related Device Manufacturing,"58,573.00",146
A-16287-61400,26-10-2016,23-12-2016,Certified,INDIA,WA,Product Manager III,Master's,Master's,,"1,17,478.00",58
A-16018-62284,29-01-2016,10-05-2016,Certified,HONG KONG,CA,Architectural Designer,Master's,Master's,,73174,102
A-15099-65648,19-06-2015,11-12-2015,Certified-Expired,INDIA,CA,Engineering Project Lead (Business Data Architect),Master's,Master's,,123884,175
A-14052-44178,19-03-2014,03-02-2015,Certified-Expired,INDIA,NEW JERSEY,Systems Analyst,Master's,Master's,Custom Computer Programming Services,"92,000.00",321
A-15181-92968,16-07-2015,11-01-2016,Certified-Expired,FRANCE,TX,Education Technology Champion,Master's,Bachelor's,,69722,179
A-15266-20916,22-12-2015,18-04-2016,Certified,INDIA,MA,Principal Software Engineer Developer,Bachelor's,Master's,,104000,118
A-15136-77044,29-05-2015,25-11-2015,Certified-Expired,NIGERIA,MD,Hospitalist,Other,Other,,173000,180
A-14139-70424,25-07-2014,19-12-2014,Certified-Expired,INDIA,CALIFORNIA,Technical Lead,Bachelor's,Bachelor's,Electronic Computer Manufacturing,"1,47,000.00",147
A-15224-08001,20-08-2015,18-02-2016,Certified-Expired,INDIA,CA,QA Engineer,Bachelor's,Master's,,86000,182
A-15100-65879,14-04-2015,20-11-2015,Certified-Expired,INDIA,TX,Computer Systems Analyst - IV,Master's,Master's,,76378,220
A-14105-60703,06-05-2014,07-10-2014,Certified-Expired,INDIA,CALIFORNIA,Technical Project Manager,Bachelor's,Master's,Custom Computer Programming Services,"1,12,500.00",154
A-12165-71609,20-06-2012,20-05-2015,Denied,MEXICO,TEXAS,Elementary Bilingual Teacher,Bachelor's,Bachelor's,Elementary and Secondary Schools,"46,600.00",1064
A-14149-73112,01-06-2014,14-05-2015,Denied,CANADA,GEORGIA,Air Blast Manager,Bachelor's,High School,Fabricated Structural Metal Manufacturing,"91,083.00",347
