application_date,visa_status,nationality,processing_center,job_title,job_info_education,naics_title,annual_income_usd,processing_time_days,application_date_year,application_date_month,application_date_day,application_date_dayofweek,annual_income_usd_to_processing_time_days_ratio,visa_status_frequency,nationality_frequency
2015-11-30,Certified,CHINA,TX,Systems & Applications Engineer III,Master's,Custom Computer Programming Services,95000.0,129,2015,11,30,0,730.7692307692307,4398,750
2015-11-10,Certified,CHINA,IN,Technical Specialist – Performance Development Engineer,Master's,Custom Computer Programming Services,82100.0,154,2015,11,10,1,529.6774193548387,4398,750
2014-12-04,Certified,CHINA,ILLINOIS,Principal Process Control Engineer,Master's,All Other Basic Organic Chemical Manufacturing,130000.0,203,2014,12,4,3,637.2549019607843,4398,750
2016-06-21,Certified,CANADA,CA,Software Engineering Team Lead,Bachelor's,Custom Computer Programming Services,150000.0,66,2016,6,21,1,2238.805970149254,4398,280
2014-05-15,Certified-Expired,NEPAL,WASHINGTON,Epic Reporting Analyst Level II,Bachelor's,General Medical and Surgical Hospitals,68640.0,158,2014,5,15,3,431.6981132075472,3341,61
2016-04-20,Certified,UNITED STATES OF AMERICA,FL,General Manager,Bachelor's,Custom Computer Programming Services,69600.0,92,2016,4,20,2,748.3870967741935,4398,8
2014-06-27,Certified-Expired,INDIA,CALIFORNIA,"Director, e-Commerce",Bachelor's,Audio and Video Equipment Manufacturing,162240.0,143,2014,6,27,4,1126.6666666666667,3341,4703
2016-05-03,Certified,INDIA,MN,Senior Manager - Technology Delivery,Bachelor's,Custom Computer Programming Services,169832.0,86,2016,5,3,1,1952.0919540229888,4398,4703
2016-09-29,Withdrawn,INDIA,NJ,Programmer Analyst,Master's,Custom Computer Programming Services,103626.0,18,2016,9,29,3,5454.0,361,4703
2015-08-25,Certified-Expired,INDIA,GA,"Principal Consultant, CSO, Supply Chain Solutions",Bachelor's,Custom Computer Programming Services,95424.0,155,2015,8,25,1,611.6923076923077,3341,4703
2016-05-17,Certified,INDIA,PA,Sr. Programmer Analyst,Bachelor's,Custom Computer Programming Services,93101.0,76,2016,5,17,1,1209.1038961038962,4398,4703
2016-08-10,Certified,INDIA,MI,Senior Software Test Engineer,Master's,Custom Computer Programming Services,103230.0,86,2016,8,10,2,1186.551724137931,4398,4703
2016-01-30,Certified,SOUTH KOREA,OH,Plant Laborer,Bachelor's,Custom Computer Programming Services,17451.0,96,2016,1,30,5,179.90721649484536,4398,617
2014-08-13,Certified-Expired,INDIA,CALIFORNIA,Software Engineer,Bachelor's,Electronic Computer Manufacturing,98927.0,147,2014,8,13,2,668.4256756756756,3341,4703
2016-09-02,Certified,SOUTH AFRICA,TX,VP-Acquisitions,Bachelor's,Custom Computer Programming Services,77480.0,77,2016,9,2,4,993.3333333333334,4398,19
2016-04-14,Certified,INDIA,UT,Programmer Analyst (Oracle Applications Techno Functional),Master's,Custom Computer Programming Services,109512.0,96,2016,4,14,3,1128.9896907216496,4398,4703
2015-08-25,Certified-Expired,INDIA,UT,Senior Programmer Analyst,Master's,Custom Computer Programming Services,88858.0,167,2015,8,25,1,528.9166666666666,3341,4703
2014-07-16,Certified-Expired,NEPAL,MARYLAND,GUI Developer,Bachelor's,"Management, Scientific, and Technical Consulting Services",72100.0,153,2014,7,16,2,468.1818181818182,3341,61
2016-05-19,Certified,INDIA,MN,Biomedical Engineer-Data Analytics,Master's,Custom Computer Programming Services,79098.0,81,2016,5,19,3,964.609756097561,4398,4703
2015-12-17,Certified,SOUTH KOREA,NY,ACCOUNTING CLERK,Master's,Custom Computer Programming Services,51979.0,132,2015,12,17,3,390.81954887218046,4398,617
2016-03-02,Certified,CANADA,CA,Network Consulting Engineer,Master's,Custom Computer Programming Services,108135.0,149,2016,3,2,2,720.9,4398,280
2015-05-31,Certified-Expired,INDIA,CA,VMware Technical Solutions Consultant (Software Engineer),Master's,Custom Computer Programming Services,132038.0,176,2015,5,31,6,745.9774011299435,3341,4703
2015-04-10,Certified-Expired,CHINA,CA,Sr. Software Engineer,Master's,Custom Computer Programming Services,122450.0,187,2015,4,10,4,651.3297872340426,3341,750
2015-03-26,Certified,SOUTH KOREA,GEORGIA,Maintenance Manager,Master's,All Other Plastics Product Manufacturing,85000.0,187,2015,3,26,3,452.1276595744681,4398,617
2015-01-07,Certified,INDIA,VIRGINIA,QA Analyst,Master's,Custom Computer Programming Services,89669.0,216,2015,1,7,2,413.221198156682,4398,4703
2014-08-04,Certified-Expired,INDIA,CALIFORNIA,Software Development Engineer,Master's,Electronic Computer Manufacturing,110000.0,172,2014,8,4,0,635.8381502890173,3341,4703
2015-07-28,Certified-Expired,UNITED KINGDOM,NC,Solutions Architect,Bachelor's,Custom Computer Programming Services,125000.0,175,2015,7,28,1,710.2272727272727,3341,77
2014-11-20,Certified,INDIA,DELAWARE,Lead Programmer Analyst,Master's,Custom Computer Programming Services,85500.0,159,2014,11,20,3,534.375,4398,4703
2016-09-30,Certified,INDIA,TX,Oracle DBA,Master's,Custom Computer Programming Services,71400.0,47,2016,9,30,4,1487.5,4398,4703
2015-01-15,Certified,INDIA,NEW YORK,Senior Project Lead - SDE,Bachelor's,Insurance Agencies and Brokerages,102606.0,210,2015,1,15,3,486.2843601895735,4398,4703
2015-03-02,Certified,SERBIA,CALIFORNIA,Senior MTS RF Engineer,Master's,Semiconductor and Related Device Manufacturing,110000.0,207,2015,3,2,0,528.8461538461538,4398,9
2016-06-20,Certified,UNITED STATES OF AMERICA,TX,Software Developer,Master's,Custom Computer Programming Services,81952.0,65,2016,6,20,0,1241.6969696969695,4398,8
2016-08-10,Certified,INDIA,PA,"Consultant, Technology, Systems Integration, PMFT*",Bachelor's,Custom Computer Programming Services,79700.0,79,2016,8,10,2,996.25,4398,4703
2014-09-26,Certified-Expired,CHINA,NEW YORK,Senior Associate,Bachelor's,Administrative Management and General Management Consulting Services,91499.0,145,2014,9,26,4,626.7054794520548,3341,750
2016-03-10,Certified,INDIA,CT,Software Engineer (Job Code I),Master's,Custom Computer Programming Services,78874.0,111,2016,3,10,3,704.2321428571429,4398,4703
2015-07-24,Certified,CHINA,WA,Software Engineer-Office Core Apps and Services or Other,Master's,Custom Computer Programming Services,110000.0,258,2015,7,24,4,424.7104247104247,4398,750
2015-10-16,Certified-Expired,INDIA,WA,Software Development Engineer II,Master's,Custom Computer Programming Services,97219.0,152,2015,10,16,4,635.4183006535948,3341,4703
2015-11-23,Certified,INDIA,IL,Sterling Integrator Programmer,Master's,Custom Computer Programming Services,66600.0,137,2015,11,23,0,482.60869565217394,4398,4703
2014-10-03,Certified-Expired,INDIA,CALIFORNIA,Build Product Manager,Master's,Custom Computer Programming Services,145000.0,147,2014,10,3,4,979.7297297297296,3341,4703
2014-06-06,Certified-Expired,IRAN,MARYLAND,Assistant Professor of Mechanical Engineering,Doctorate,"Colleges, Universities, and Professional Schools",65000.0,159,2014,6,6,4,406.25,3341,70
2015-09-30,Certified-Expired,INDIA,CA,Senior Hardware Engineer/WiFi Mac,Master's,Custom Computer Programming Services,126526.0,175,2015,9,30,2,718.8977272727273,3341,4703
2016-07-26,Certified,INDIA,TX,Technology Architect - US,Master's,Custom Computer Programming Services,98883.0,64,2016,7,26,1,1521.2769230769231,4398,4703
2016-07-27,Certified,INDIA,TX,Technology Lead - U.S. (Open Systems),Bachelor's,Custom Computer Programming Services,81952.0,78,2016,7,27,2,1037.367088607595,4398,4703
2014-09-18,Certified-Expired,CHINA,OHIO,Assistant Professor of Marketing,Doctorate,"Colleges, Universities, and Professional Schools",90000.0,147,2014,9,18,3,608.1081081081081,3341,750
2015-02-12,Certified,INDIA,COLORADO,Principal Programmer Analyst,Master's,Surgical and Medical Instrument Manufacturing,112750.0,209,2015,2,12,3,536.9047619047619,4398,4703
2014-07-18,Certified-Expired,CHINA,NEW YORK,Engagement Manager,Master's,Management Consulting Services,150000.0,153,2014,7,18,4,974.025974025974,3341,750
2015-05-01,Certified-Expired,EGYPT,CA,Software Engineer,Bachelor's,Custom Computer Programming Services,94162.0,206,2015,5,1,4,454.8888888888889,3341,17
2015-10-22,Certified-Expired,INDIA,CA,Programmer Analyst,Bachelor's,Custom Computer Programming Services,69805.0,159,2015,10,22,3,436.28125,3341,4703
2014-06-27,Certified-Expired,INDIA,MARYLAND,Software Engineer 2,Master's,Engineering Services,82300.0,143,2014,6,27,4,571.5277777777778,3341,4703
2014-11-24,Certified,INDIA,MICHIGAN,Advanced Powertrain Controls Engineer,Master's,Motor Vehicle Manufacturing,79043.0,189,2014,11,24,0,416.0157894736842,4398,4703
2016-04-25,Certified,POLAND,MD,General Manager,Bachelor's,Custom Computer Programming Services,54000.0,86,2016,4,25,0,620.6896551724138,4398,30
2016-02-26,Certified,IRELAND,WA,Evangelist / Technical Evangelist,Bachelor's,Custom Computer Programming Services,134180.0,104,2016,2,26,4,1277.904761904762,4398,19
2015-12-14,Certified,COLOMBIA,CO,"Manager, International Registrations, South/Central American",Bachelor's,Custom Computer Programming Services,110000.0,151,2015,12,14,0,723.6842105263158,4398,49
2015-09-16,Certified-Expired,TAIWAN,CA,Mobile Developer,Master's,Custom Computer Programming Services,125000.0,163,2015,9,16,2,762.1951219512196,3341,84
2015-07-06,Certified-Expired,INDIA,CA,Sr. Business Analyst,Bachelor's,Custom Computer Programming Services,109450.0,210,2015,7,6,0,518.7203791469194,3341,4703
2015-05-21,Certified-Expired,INDIA,TX,Computer Systems Analyst - V,Bachelor's,Custom Computer Programming Services,76378.0,182,2015,5,21,3,417.3661202185792,3341,4703
2016-08-26,Certified,INDIA,PA,Performance Tester,Bachelor's,Custom Computer Programming Services,112029.0,70,2016,8,26,4,1577.8732394366198,4398,4703
2014-12-03,Certified,CHINA,ILLINOIS,Sr. Consultant,Master's,Engineering Services,90000.0,197,2014,12,3,2,454.54545454545456,4398,750
2014-08-11,Certified-Expired,INDIA,CALIFORNIA,Software Engineer,Master's,Electronic Computer Manufacturing,98927.0,142,2014,8,11,0,691.7972027972028,3341,4703
2014-08-19,Certified-Expired,INDIA,CALIFORNIA,Software Development Senior Manager,Master's,Software Publishers,135000.0,139,2014,8,19,1,964.2857142857144,3341,4703
2014-09-24,Certified-Expired,ISRAEL,CALIFORNIA,Principal Software Engineer,Bachelor's,Custom Computer Programming Services,126006.0,147,2014,9,24,2,851.3918918918919,3341,31
2015-05-29,Certified-Expired,SOUTH KOREA,CA,Cashier,High School,Custom Computer Programming Services,18000.0,175,2015,5,29,4,102.27272727272728,3341,617
2014-06-19,Certified-Expired,INDIA,OHIO,Programmer Analyst II,Master's,"Data Processing, Hosting, and Related Services",82597.0,141,2014,6,19,3,581.669014084507,3341,4703
2015-06-30,Certified-Expired,INDIA,IL,"Associate Manager, Software Engineering",Bachelor's,Custom Computer Programming Services,101379.0,162,2015,6,30,1,621.9570552147239,3341,4703
2016-03-10,Certified,INDIA,NJ,Associate,Master's,Custom Computer Programming Services,109206.0,237,2016,3,10,3,458.8487394957983,4398,4703
2016-08-18,Certified,BOSNIA AND HERZEGOVINA,MA,Staff Chemist,Bachelor's,Custom Computer Programming Services,64646.0,76,2016,8,18,3,839.5584415584416,4398,3
2016-03-25,Certified,INDIA,CA,Senior Programmer Analysts,Master's,Custom Computer Programming Services,111114.0,103,2016,3,25,4,1068.4038461538462,4398,4703
2015-12-05,Certified,INDIA,CA,Software Engineer,Master's,Custom Computer Programming Services,88234.0,159,2015,12,5,5,551.4625,4398,4703
2015-08-10,Certified-Expired,TAIWAN,TX,FOOD SERVICE WORKER,Master's,Custom Computer Programming Services,16765.0,176,2015,8,10,0,94.7175141242938,3341,84
2015-04-17,Certified-Expired,SOUTH KOREA,WA,Attorney,Other,Custom Computer Programming Services,129646.0,180,2015,4,17,4,716.2762430939226,3341,617
2014-06-17,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - V,Bachelor's,Computer Systems Design Services,72467.0,290,2014,6,17,1,249.0274914089347,3341,4703
2014-06-25,Certified-Expired,INDIA,PENNSYLVANIA,"Manager, SAP Package Technologies",Bachelor's,Management Consulting Services,124000.0,140,2014,6,25,2,879.4326241134752,3341,4703
2015-10-16,Certified-Expired,INDIA,CA,Senior SAP Analyst,Bachelor's,Custom Computer Programming Services,128000.0,159,2015,10,16,4,800.0,3341,4703
2016-05-19,Certified,INDIA,FL,Systems Analyst-Senior,Master's,Custom Computer Programming Services,77000.0,74,2016,5,19,3,1026.6666666666667,4398,4703
2016-10-20,Certified,SOUTH AFRICA,AZ,Technical Sales,Master's,Custom Computer Programming Services,171413.0,68,2016,10,20,3,2484.246376811594,4398,19
2014-05-06,Certified-Expired,GERMANY,CALIFORNIA,"Associate Manager, Policy",Bachelor's,Web Search Portals,123500.0,163,2014,5,6,1,753.0487804878048,3341,43
2015-10-13,Certified-Expired,INDIA,KS,Telecom Design Engineer III,Bachelor's,Custom Computer Programming Services,103323.0,156,2015,10,13,1,658.108280254777,3341,4703
2015-02-10,Certified,INDIA,NEW JERSEY,Sr. Programmer Analyst,Bachelor's,Custom Computer Programming Services,108805.0,198,2015,2,10,1,546.7587939698492,4398,4703
2016-02-19,Certified,PHILIPPINES,CA,IT Systems Analyst,Bachelor's,Custom Computer Programming Services,120000.0,115,2016,2,19,4,1034.4827586206898,4398,118
2015-10-15,Certified-Expired,INDIA,TX,Senior Technology Architect - US,Master's,Custom Computer Programming Services,98904.0,145,2015,10,15,3,677.4246575342465,3341,4703
2015-05-06,Certified-Expired,INDIA,CA,Senior Systems Engineer,Bachelor's,Custom Computer Programming Services,107500.0,205,2015,5,6,2,521.8446601941747,3341,4703
2014-07-09,Certified-Expired,SOUTH KOREA,CALIFORNIA,Accountant,Master's,Offices of Certified Public Accountants,61110.0,148,2014,7,9,2,410.13422818791946,3341,617
2015-05-29,Certified-Expired,PAKISTAN,CA,"Database Administrator, Sr. Staff",Bachelor's,Custom Computer Programming Services,101000.0,186,2015,5,29,4,540.1069518716578,3341,63
2015-04-03,Certified-Expired,CANADA,GA,Senior Software Architect,Master's,Custom Computer Programming Services,73445.0,194,2015,4,3,4,376.6410256410256,3341,280
2014-09-26,Certified-Expired,NIGERIA,NEW JERSEY,Advisory Services Sr Manager - PI - PM,Bachelor's,Offices of Certified Public Accountants,170800.0,150,2014,9,26,4,1131.1258278145694,3341,27
2014-12-04,Certified,INDIA,MICHIGAN,Software Engineer,Bachelor's,"Process, Physical Distribution, and Logistics Consulting Services",99000.0,190,2014,12,4,3,518.3246073298429,4398,4703
2014-10-28,Certified-Expired,CHINA,NEW YORK,"Assistant Vice President, Strategic Risk Management",Master's,Investment Banking and Securities Dealing,107000.0,142,2014,10,28,1,748.2517482517483,3341,750
2014-12-23,Certified,CHINA,WASHINGTON,Software Development Engineer II,Master's,Electronic Shopping,97219.0,197,2014,12,23,1,491.0050505050505,4398,750
2015-06-22,Certified-Expired,INDIA,MO,Software Engineer,Bachelor's,Custom Computer Programming Services,62608.0,267,2015,6,22,0,233.61194029850745,3341,4703
2015-03-02,Certified-Expired,INDIA,NY,Computer Programmer (Level 2),Master's,Custom Computer Programming Services,85000.0,232,2015,3,2,0,364.8068669527897,3341,4703
2014-08-12,Certified-Expired,INDIA,NORTH CAROLINA,Data Warehouse Engineer,Bachelor's,Custom Computer Programming Services,91000.0,174,2014,8,12,1,520.0,3341,4703
2016-03-28,Certified,INDIA,KY,Programmer Analyst III,Master's,Custom Computer Programming Services,74110.0,92,2016,3,28,0,796.8817204301075,4398,4703
2016-02-27,Certified,SOUTH KOREA,OH,Plant Laborer,Bachelor's,Custom Computer Programming Services,17451.0,102,2016,2,27,5,169.4271844660194,4398,617
2015-08-20,Certified-Expired,INDIA,NJ,Test Lead,Master's,Custom Computer Programming Services,97219.0,168,2015,8,20,3,575.2603550295858,3341,4703
2015-03-31,Certified,INDIA,WISCONSIN,Senior Software Developer,Bachelor's,Custom Computer Programming Services,96928.0,178,2015,3,31,1,541.4972067039106,4398,4703
2015-06-05,Certified-Expired,CHINA,SC,Assistant Professor,Doctorate,Custom Computer Programming Services,83000.0,193,2015,6,5,4,427.83505154639175,3341,750
2016-01-28,Certified,PAKISTAN,TX,Store Manager,Master's,Custom Computer Programming Services,51000.0,102,2016,1,28,3,495.1456310679612,4398,63
2016-02-29,Certified,COLOMBIA,IL,Lead Engineer,Bachelor's,Custom Computer Programming Services,126102.0,102,2016,2,29,0,1224.2912621359224,4398,49
2014-12-31,Certified,SOUTH KOREA,CALIFORNIA,Acupuncturist,Master's,Offices of Other Health Practitioners,41267.0,232,2014,12,31,2,177.11158798283262,4398,617
2014-10-14,Certified-Expired,BRAZIL,FLORIDA,Senior ERP Subject Matter Expert,Bachelor's,Printed Circuit Assembly (Electronic Assembly) Manufacturing,91000.0,147,2014,10,14,1,614.8648648648649,3341,58
2016-06-29,Certified,INDIA,MO,"Software Developer, Systems Software",Master's,Custom Computer Programming Services,103043.0,77,2016,6,29,2,1321.0641025641023,4398,4703
2015-12-18,Certified,INDIA,FL,Lead Analyst,Master's,Custom Computer Programming Services,93101.0,129,2015,12,18,4,716.1615384615385,4398,4703
2015-07-22,Certified-Expired,INDIA,CT,Pharmacy Manager,Other,Custom Computer Programming Services,128918.0,170,2015,7,22,2,753.906432748538,3341,4703
2014-10-15,Certified-Expired,INDIA,MICHIGAN,Software Developer / Computer Systems Analyst,Master's,Custom Computer Programming Services,79498.0,146,2014,10,15,2,540.8027210884354,3341,4703
2014-11-03,Certified,INDIA,WISCONSIN,Mobile QA Tester,Bachelor's,Other Scientific and Technical Consulting Services,95680.0,172,2014,11,3,0,553.0635838150289,4398,4703
2016-04-04,Certified,INDIA,MI,Systems Analyst,Bachelor's,Custom Computer Programming Services,65811.0,102,2016,4,4,0,638.9417475728155,4398,4703
2016-06-30,Certified,SOUTH KOREA,TX,Computer System Analyst,Bachelor's,Custom Computer Programming Services,60133.0,90,2016,6,30,3,660.8021978021978,4398,617
2014-07-21,Certified-Expired,CHINA,TEXAS,Faculty,Doctorate,"Colleges, Universities, and Professional Schools",43060.0,142,2014,7,21,0,301.1188811188811,3341,750
2016-05-03,Certified,JAPAN,MA,Scientist,Doctorate,Custom Computer Programming Services,85000.0,87,2016,5,3,1,965.9090909090908,4398,51
2016-04-18,Certified,INDIA,TX,Computer Systems Analyst - IV,Master's,Custom Computer Programming Services,81765.0,87,2016,4,18,0,929.1477272727273,4398,4703
2014-09-25,Certified-Expired,COLOMBIA,DISTRICT OF COLUMBIA,Economist,Doctorate,Monetary Authorities - Central Bank,131000.0,155,2014,9,25,3,839.7435897435897,3341,49
2014-11-26,Certified,CHINA,OHIO,"Assistant Professor, Educational Research & Evaluation",Doctorate,"Colleges, Universities, and Professional Schools",62000.0,170,2014,11,26,2,362.5730994152047,4398,750
2015-09-29,Certified-Expired,CHINA,CA,Software Engineer,Master's,Custom Computer Programming Services,120349.0,150,2015,9,29,1,797.0132450331126,3341,750
2014-09-10,Certified-Expired,INDONESIA,CALIFORNIA,Senior Financial Analyst,Bachelor's,Motion Picture and Video Production,61110.0,148,2014,9,10,2,410.13422818791946,3341,19
2015-07-01,Certified-Expired,INDIA,CA,software engineer,Master's,Custom Computer Programming Services,89502.0,195,2015,7,1,2,456.6428571428572,3341,4703
2016-03-11,Certified,INDIA,NJ,Associate-Intermediate/Vice President,Bachelor's,Custom Computer Programming Services,160000.0,102,2016,3,11,4,1553.3980582524273,4398,4703
2016-04-21,Certified,TAIWAN,CA,Sales Engineer,Master's,Custom Computer Programming Services,84157.0,81,2016,4,21,3,1026.3048780487804,4398,84
2015-07-13,Certified-Expired,INDIA,NY,QTP Tester,Master's,Custom Computer Programming Services,81536.0,186,2015,7,13,0,436.02139037433153,3341,4703
2016-07-25,Certified,SOUTH KOREA,TX,PIZZA COOK,Master's,Custom Computer Programming Services,16744.0,93,2016,7,25,0,178.12765957446808,4398,617
2015-06-15,Certified-Expired,INDIA,NJ,Systems Analyst,Bachelor's,Custom Computer Programming Services,79102.0,185,2015,6,15,0,425.2795698924731,3341,4703
2016-06-13,Certified,CHINA,WA,Software Development Engineer II,Master's,Custom Computer Programming Services,101088.0,92,2016,6,13,0,1086.967741935484,4398,750
2014-06-12,Certified-Expired,LEBANON,WASHINGTON,Applied Researcher - Core Search Dev/Test or Other,Doctorate,Software Publishers,117000.0,181,2014,6,12,3,642.8571428571429,3341,12
2014-10-30,Certified,INDIA,CALIFORNIA,Senior Software Engineer/Graphics SW,Master's,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,93267.0,162,2014,10,30,3,572.1901840490798,4398,4703
2014-05-07,Denied,INDIA,CALIFORNIA,Customer Project/Program Manager,Bachelor's,Electronic Computer Manufacturing,117324.48,244,2014,5,7,2,478.8754285714285,225,4703
2014-07-22,Certified-Expired,CHINA,ILLINOIS,Logistics Coordinator/Engineering Project Manager,Bachelor's,Automobile and Light Duty Motor Vehicle Manufacturing,66685.0,168,2014,7,22,1,394.58579881656806,3341,750
2015-10-24,Certified,VIETNAM,GA,Poultry Processing Worker,High School,Custom Computer Programming Services,93101.0,185,2015,10,24,5,500.5430107526882,4398,83
2016-04-07,Certified,INDIA,MN,Computer Systems Analyst,Bachelor's,Custom Computer Programming Services,105000.0,111,2016,4,7,3,937.5,4398,4703
2016-04-28,Certified,SOUTH KOREA,CA,Social Worker,Master's,Custom Computer Programming Services,43326.0,88,2016,4,28,3,486.80898876404495,4398,617
2015-09-09,Certified-Expired,INDIA,PA,Business Analyst,Bachelor's,Custom Computer Programming Services,75000.0,177,2015,9,9,2,421.3483146067416,3341,4703
2016-03-15,Certified,SOUTH KOREA,CA,Dentist,Other,Custom Computer Programming Services,100000.0,119,2016,3,15,1,833.3333333333334,4398,617
2014-06-08,Certified-Expired,INDIA,CALIFORNIA,Software Engineer 2,Bachelor's,Electronic Auctions,97000.0,150,2014,6,8,6,642.384105960265,3341,4703
2015-06-29,Certified-Expired,INDIA,TX,Computer Systems Analyst - V,Bachelor's,Custom Computer Programming Services,76378.0,193,2015,6,29,0,393.7010309278351,3341,4703
2015-07-17,Certified-Expired,INDIA,WA,Software Engineer - OSG Core Quality or Other,Master's,Custom Computer Programming Services,119070.0,174,2015,7,17,4,680.4,3341,4703
2014-09-05,Certified-Expired,INDIA,CALIFORNIA,Software /QA Engineer,Bachelor's,Electronic Computer Manufacturing,134534.0,150,2014,9,5,4,890.9536423841059,3341,4703
2014-10-08,Certified-Expired,MEXICO,TEXAS,Project Engineer,Bachelor's,Other Aircraft Parts and Auxiliary Equipment Manufacturing,88000.0,146,2014,10,8,2,598.6394557823129,3341,173
2015-08-21,Certified-Expired,INDIA,PA,Senior Software Engineer,Bachelor's,Custom Computer Programming Services,98821.0,161,2015,8,21,4,610.0061728395061,3341,4703
2015-04-07,Certified-Expired,JORDAN,CA,Pharmacy Operations Research Analyst,Master's,Custom Computer Programming Services,69181.0,196,2015,4,7,1,351.1725888324873,3341,12
2015-09-28,Certified-Expired,SOUTH KOREA,CA,Mechatronics Engineer,Bachelor's,Custom Computer Programming Services,64376.0,137,2015,9,28,0,466.4927536231884,3341,617
2016-07-12,Certified,BANGLADESH,CA,Systems Design Engineer,Bachelor's,Custom Computer Programming Services,133900.0,70,2016,7,12,1,1885.9154929577464,4398,26
2014-07-02,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - V,Bachelor's,Computer Systems Design Services,72467.0,279,2014,7,2,2,258.8107142857143,3341,4703
2016-10-17,Certified,IRAN,CA,Quantitative Analyst,Master's,Custom Computer Programming Services,129600.0,59,2016,10,17,0,2160.0,4398,70
2014-09-15,Certified-Expired,SOUTH KOREA,CALIFORNIA,User Interface Designer,Bachelor's,Supermarkets and Other Grocery (except Convenience) Stores,55744.0,143,2014,9,15,0,387.1111111111111,3341,617
2015-12-03,Certified,PHILIPPINES,CA,Business Financial Analyst,Bachelor's,Custom Computer Programming Services,72000.0,166,2015,12,3,3,431.1377245508982,4398,118
2015-07-09,Certified-Expired,INDIA,NJ,DATA ARCHITECT,Bachelor's,Custom Computer Programming Services,93018.0,188,2015,7,9,3,492.1587301587302,3341,4703
2015-02-02,Certified,INDIA,WASHINGTON,Project Manager,Bachelor's,Administrative Management and General Management Consulting Services,123572.0,214,2015,2,2,0,574.753488372093,4398,4703
2014-08-19,Certified-Expired,IRAN,CALIFORNIA,Medical Scientist,Bachelor's,All Other Outpatient Care Centers,61235.0,154,2014,8,19,1,395.06451612903226,3341,70
2015-08-13,Certified-Expired,UNITED KINGDOM,CA,"SR. STAFF ENGINEER, PRODUCT ENGINEERING",Bachelor's,Custom Computer Programming Services,125000.0,169,2015,8,13,3,735.2941176470588,3341,77
2015-02-05,Certified,INDIA,MASSACHUSETTS,Technical Recruiter,Other,Custom Computer Programming Services,40290.0,216,2015,2,5,3,185.66820276497697,4398,4703
2015-09-23,Certified-Expired,INDIA,CA,Sr. Solutions Engineer,Master's,Custom Computer Programming Services,125000.0,168,2015,9,23,2,739.6449704142012,3341,4703
2015-10-19,Certified-Expired,CHINA,CA,Market Research Analytical Lead,Master's,Custom Computer Programming Services,92000.0,150,2015,10,19,0,609.2715231788079,3341,750
2014-05-16,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - V,Bachelor's,Computer Systems Design Services,72467.0,320,2014,5,16,4,225.75389408099687,3341,4703
2015-06-08,Certified-Expired,INDIA,MA,Senior Software Developer,Master's,Custom Computer Programming Services,105560.0,196,2015,6,8,0,535.8375634517766,3341,4703
2016-04-29,Certified,INDIA,TX,Computer Systems Analyst - II,Bachelor's,Custom Computer Programming Services,66144.0,101,2016,4,29,4,648.4705882352941,4398,4703
2014-12-10,Certified,INDIA,PENNSYLVANIA,Software Engineering Manager,Bachelor's,Cable and Other Subscription Programming,118349.0,197,2014,12,10,2,597.7222222222222,4398,4703
2016-08-01,Certified,INDIA,TX,Project Manager - U.S.,Master's,Custom Computer Programming Services,108063.0,87,2016,8,1,0,1227.9886363636365,4398,4703
2015-02-11,Certified,INDIA,NORTH CAROLINA,"AVP, Lead Software Development Engineer",Master's,Investment Banking and Securities Dealing,115000.0,201,2015,2,11,2,569.3069306930693,4398,4703
2016-09-15,Certified,SOUTH KOREA,SC,Music Director,Bachelor's,Custom Computer Programming Services,61000.0,60,2016,9,15,3,1000.0,4398,617
2015-11-19,Certified,INDIA,CA,Technology Consultant,Bachelor's,Custom Computer Programming Services,95890.0,242,2015,11,19,3,394.6090534979424,4398,4703
2014-10-27,Certified-Expired,INDIA,CALIFORNIA,Graphics Software Engineer,Master's,Semiconductor and Other Electronic Component Manufacturing,100000.0,144,2014,10,27,0,689.6551724137931,3341,4703
2015-06-25,Certified-Expired,INDIA,TN,Business Analyst,Bachelor's,Custom Computer Programming Services,90958.0,195,2015,6,25,3,464.07142857142856,3341,4703
2015-03-20,Certified-Expired,INDIA,TX,Senior Siebel Developer,Bachelor's,Custom Computer Programming Services,110926.0,196,2015,3,20,4,563.0761421319797,3341,4703
2014-02-17,Withdrawn,CHINA,CALIFORNIA,Quality Assurance (QA) Engineer,Master's,Software Publishers,98675.0,252,2014,2,17,0,390.0197628458498,361,750
2016-03-04,Withdrawn,PHILIPPINES,AZ,SENIOR PERSONAL CARE AIDE,High School,Custom Computer Programming Services,23171.0,84,2016,3,4,4,272.6,361,118
2014-11-06,Certified,INDIA,NEW JERSEY,Software Engineer - ERP (Multiple Openings),Bachelor's,Custom Computer Programming Services,75442.0,181,2014,11,6,3,414.5164835164835,4398,4703
2016-01-25,Certified,JAPAN,TX,"Senior Associate, Audit",Bachelor's,Custom Computer Programming Services,67700.0,116,2016,1,25,0,578.6324786324786,4398,51
2016-09-19,Withdrawn,INDIA,VA,Automation Test Engineer,Bachelor's,Custom Computer Programming Services,100000.0,3,2016,9,19,0,25000.0,361,4703
